raw_text,cleaned_words
생각보다 꽤 잘만든거 같아서 한번쯤 보기에는 좋은 영화,한번 보기
조이 메인으로 2편만들어주세오ㅜㅅㅜ,조이 메인
사실 그렇게 재밌지는 않습니다 유치한 플롯에 유아틱한 그림체가 합쳐지니 오글거리기도 하구요,사실 재밌다 유치하다 플롯 유아 그림 기도
키치하고 귀여우면서 성장물 덕후의 가슴을 울려~~~,키치 귀엽다 장물 덕후 가슴
헌터릭스 조이 포카 교환 구합니다 🥹,헌터 릭스 조이 포카 교환 구합
우정 포에버,우정 포에버
명확한 메세지도 깔쌈하게 전히ㅡ다니 ㄱㄱㄱ,명확하다 메세지
진짜 오랜만에 서사담긴 영화 보는듯,서사
사자오빠들 잘생겼네,사자 오빠 잘생기다
갓끈 튕기기 안무 짠 사람 상여금 줘야 하고,기기 안무 사람 상여금
케이팝을 소재로 한 만큼 눈과 귀를 모두 사로잡는 애니메이션,소재 만큼 모두 애니메이션
한국배경으로 이정도의 심혈을 기울인 작품이 나왔다는것도 감동인데 게다가 잘만들어서 더 감동임. 한국사회의 정상성에 대한 어떤 집착에 대한 메시지도 넣어서 더욱 좋았고.. 앞으로 더 많은 한국풍들이 나올 수 있기를!,한국 배경 정도 심혈 감동 게다가 감동 한국사 회의 정상 대한 집착 대한 메시지 더욱 한국
누구나 완벽하지 않고 숨기고 싶은 결점이 있고 그런 모든 인간을 향해 용기를 부르는 아름다운 이야기였다…😭,누구 완벽하다 숨기 결점 모든 인간 용기 아름답다 이야기
나 한국인이야,한국인
아 재밌다 난 소니 애니메이션이 흥했으면 좋겠어,재밌다 소니 애니메이션
한국적인 디자인 요소들이 매력적이다.,한국 디자인 요소 매력
#사자보이스_해명해,사자 보이스 해명
"진우야,,,보고싶다",진우
별의별 걸 다 넣길래 꿀꿀이죽 같은 게 나올 줄 알았더니 극상 초호화 비빔밥이 나왔네 아 맛있다,별의별 꿀꿀이죽 극상 호화 비빔밥 맛있다
시크릿 쥬쥬 vs 캘시퍼 혹은 도르마무,시크릿 쥬쥬 마무
소재 활용으로 골든적인 케이팝을 발한다.,소재 활용
극전개 너무 스피디해서 천천히 즐기면서 보고싶을 정도,전개 피디 정도
노래가 좋고 호랑이가 귀여워요,노래 호랑이 귀엽다
한국이라는 문화의 힘.,한국 문화
"국뽕, 병맛, 재미 삼박자가 찰떡",국뽕 병맛 재미 삼박자 찰떡
1절 2절 싸비 댄스브레이크 고음파티 3절 까지  대기업 자본으로 잘만들었다,댄스 브레이크 고음 파티 대기업 자본
단편같은 느낌,단편
진우 병크 어마어마함;,진우 병크 어마어마하다
우리도 잊을 뻔했던 k팝의 정수가 여기에. 더불어 k로맨스까지. 히트곡 제조력도 이렇게 좋을 일인가.,우리 뻔하다 정수 여기 로맨스 히트 제조 일인
호랑이가너무귀여워,호랑이 귀엽다
이게 K-POP이다 수악한 악귀놈들아ㅋㅋ,악한 악귀
스토리는 어린이영화에서 기대하는 그수준이다..더 내놔!!,스토리 어린이 기대하다 수준
케이팝....어디까지 발전하는거야...? 못 따라가겠잖아...,어디 발전
익숙한 할리우드 애니메이션 서사 속 낯설지 않은 사람들과 세계,익숙하다 할리우드 애니메이션 서사 낯설다 사람 세계
"전통이 지긋하지 않고 산업에 어긋나지 않는, 기묘하며 절묘한 문화 조합 능력.",전통 산업 기묘하다 절묘하다 문화 조합 능력
헐렁한 전개는 크게 거슬리지도 않음ㅋㅋㅋㅋㅋ,헐렁하다 전개 크게
조이언니♡♡,조이
케이팝좋아하는한국인이라면봐,좋아하다 한국인 라면
한국의 정서와 문화를 케이팝에 잘 녹여 만든 성장이야기. 그만큼의 영향력을 보여주는 잘 만든 작품! 음악이 너무 좋다.,한국 정서 문화 성장 이야기 영향력 음악
"영화가 리틀프릿인데 스파이더맨 뉴 유니버스고, 퇴마록인데 마마임",리틀 프릿 스파이더맨 유니버스 퇴마록 마마
캔디 소다 팝! 🎉,캔디
뭔가 대충 다 섞었는데 내가 아는 비빔밥 맛이야,뭔가 대충 비빔밥
콘서트 열어줘요 나도 갈래,콘서트 갈래
한국 시상식은 대상이 최소 3개인데 간과했네,한국 시상식 대상 최소 간과
노래가 좋고 진우가 잘생김,노래 진우 잘생기다
멕시칸들 코코 보면서 열광하던 기분 그대로 느낄 수 있음 진짜웃기고국뽕참,멕시칸 코코 열광하다 기분 그대로 웃기 고국
서사도 영상도 낫네,서사 영상
K/DA를 영화로 만든거 같음,영화로
케이팝 잘모르고 취향아닌 사람 중 하나인데,취향 사람 하나
사자보이즈 팬클럽 가입 어케해요?,사자 보이즈 팬클럽 가입 어케해
"외국에서 K 문화를 소비하는 관점을 볼 수 있다. 개인적으로 모든 순간이 흥미로웠다. 케이팝 전혀 모르는 입장에서 한국 밖에서 보는 K 문화와 관점을 알 수 있달까. 이 영화를 단순한 오리엔탈리즘으로 볼 수 없다. 드라마 <체르노빌>의 모든 인물이 영어를 하는 것처럼, 이제 외국 자본이 만든 한국식 영화가 나오는 시대가 온 것이다. 우리는 <체르노빌>에서 <레 미제라블>에서 영어를 하는 걸 당연하게 생각한다. 누구도 의아해하지 않는다. 그렇다면 러시아에서 프랑스에서 이 영화를 어떻게 생각할까. 누군가는 저건 미국이 만든 가짜 영화다, 라고 생각할 수도 있고 누군가는 아무렇지 않게 받아들일 수 있다. 그리고 미국이 만들었다고 그게 프랑스가 아닌 것도 아니고 프랑스가 꼭 만들어야지 그게 '진짜' 프랑스인 것도 아니다. 마창가지로 한국에서 한국인이 만든 것이야말로 진짜라고 생각하지 않는다. 문화란 짬뽕되고 분열되고 솟구치는 것. 이 영화와 이후에 수많은 이런 영화들이 한국 문화를 더 이질적이고 다양하고 복잡적으로 만들 것이다. 그리고 우리조차도 저걸 한국 문화로 받아들이는 순간이 올 것이다. 이러한 첫 번째 작업이 이 영화였다고 생각하고 연구든 뭐든 중요한 시발점이 될 것이라고 굳게 믿는다.",외국 문화 소비 관점 개인 모든 순간 흥미롭다 전혀 입장 한국 문화 관점 단순하다 오리엔탈리즘 체르노빌 모든 인물 영어 이제 외국 자본 한국 시대 우리 체르노빌 미제 영어 당연하다 누구 의아 러시아 프랑스 누군가 저건 미국 가짜 수도 누군가 아무렇다 미국 그게 프랑스 프랑스 그게 프랑스인 창가 지로 한국 한국인 화란 짬뽕 분열 이후 수많다 한국 문화 질적 다양하다 복잡 우리 저걸 한국 문화 순간 이러하다 작업 연구 중요하다 시발 굳다
진짜웃기네..스토리는 뻔함..,웃기 스토리 뻔하다
잠깐만요 우리 오빠들 지금 노래 두 곡 내고 해체했나요,잠깐 우리 오빠 지금 노래 해체
.정작 한국에서는 눈치주고 보느라 이렇게까지 나올 수 없을텐데 기대이상으로 한국스러움을 가득 담아 보는 내내 즐겁다.,정작 한국 눈치 이상 한국 스럽다 가득 내내 즐겁다
여돌남돌 친목 병크 수준 -ㅁ-;;,돌남돌 친목 병크 수준
대자본의맛,자본
무당 팔자가 연예인 팔자,무당 팔자 연예인 팔자
증오가 아닌 우정으로 빌런을 해치우는 그런 이야기 ...,증오 우정 빌런 이야기
"한국의 현실고증이 쩌는부분이 많다. 중간중간 나오는 엑소,멜로망스노래 ㅋㅋㅋ콘서트 배경이 일월오봉도 인것도 너무 멋있고. 성우들도 찰떡이라 보는맛이 있음. 노래들도 다 중독성 있고 KDA느낌도 많이나고 굿",한국 현실 고증 부분 중간 중간 엑소 로망스 노래 콘서트 배경 일월오봉도 멋있다 성우 찰떡 노래 중독
블랙핑크나 트와이스가 우리 몰래 혼문을 지키고 있을 거라 상상하면…,블랙 핑크 트와이스 우리 몰래 혼문 상상
미국 코스트코에서 파는 K비빔밥 같음.,미국 코스트코 비빔밥
소재에 대한 뚝심과 문화 당사자들의 존중심. 개찰진 OST는 덤. 하루 종일 듣는 중;;,소재 대한 뚝심 문화 당사자 중심 개찰 하루 종일
탑 여돌이 말아주는 이중생활 이렇게 재밌을 일인지. 심지어 그 일도 팬을 위한거야.. 어떡해..,돌이 이중생활 재밌다 일인 심지어 일도 어떡하다
타이거 너무 귀엽꼬 귀엽따 안효섭이 남주 더빙이라니 목소리좋다고생각했는데 영어연기도 잘한다 조이도 너무 귀여워,타이거 귀엽꼬 귀엽다 안효섭 더빙 목소리 영어 기도 조이 귀엽다
한시간반 영화에 퀄리티좋은노래 7곡이면 4점받을만하다,한시 간반 퀄리티 노래 만하
본투비 케파이팝 오타쿠들의 심금을 울리는 영화.,투비 케파 오타쿠 심금
뇌절인줄 알았는데 생각보다 너무너무 재미쓰,뇌절 재미
졸귀탱들이 한무더기,졸귀 무더기
잡는 멤버마다 병크 터지는 친구가 루미를 잡음 3D나 2D나 보는 눈 똑같아서 개웃김,멤버 병크 친구 루미 잡음 똑같다
스토리는 부실했지만 비주얼은 확실했다.,스토리 부실하다 비주 확실하다
내 예고편 레이다 99% 적중임,예고편 레이 중임
ㄹㅇ 걍 온 가족이 깔깔 거리며 볼 수 있어서 좋았음,가족 깔깔 거리
성공적인 문화 수출을 위해서 얼마나 섬세하게 자국 문화를 설계해 넣어야 하는지 알려준 영화. 그동안 잘 만든 수많은 외국 미디어도 이렇게 했겠구나 싶은 깨달음을 줬다. 내가 외국 문화를 좋아하는 것은 순전히 나 혼자만의 의지가 아닌 것이다. 역시 세상에 인간이 만든 것은 이유없이 만들어진 게 없다. 촘촘한 그물망 속에서 즐거움을 추구하는 사람들은 그럼에도 이것이 좋다면 알아야 한다. 문화 수출이 성공하려면 나와 다르면서 나보다 나은 것이어야 한다.,성공 문화 수출 위해 얼마나 섬세하다 자국 문화 설계 그동안 수많다 외국 미디어 깨달음 외국 문화 좋아하다 순전하다 혼자 의지 역시 세상 인간 이유 촘촘 그물 즐거움 추구 사람 문화 수출 성공하다 다르다 나은
전통적인 소재와 현대적인 소재를 잘 어울리게 섞어서 참신하고도 재밌었다,전통 소재 현대 소재 참신 재밌다
케데헌 열풍이 왜 불었는지 납득이 된다,열풍 납득
애니메이션에서 오래오래 들을 수 있는 노래를 많이 건져서 좋았다.,애니메이션 오래오래 노래
내가 어떤 사람이 될 것인지는,사람
완벽한 오프닝과 무당에 대한 해석이 좋았다 작중 케이팝들도 너무 그럴싸하게 세련됨,완벽하다 오프닝 무당 대한 해석 싸하다 세련되다
뭐야내가이걸왜좋아하고있마이리를소다팝,걸왜 좋아하다 를소
한류 열풍의 근거를 아주 화려하고 웅장하게 제시하다,한류 열풍 근거 아주 화려하다 웅장 제시
남자노래가 좀더 좋았으면 싶었던,남자 노래 좀더
두 번 봄. 노래 좋음. 국위선양점수 +1,노래 국위 선양 점수
가장 탁월한 첨단의 주류(主流).,가장 탁월하다 첨단 주류
목표로 한 모든 것을 성공적으로 보여줬다.,목표 모든 성공
웃긴 이름으로 태어나 시대를 관통하는 마이 골든 아이돌,이름 시대 관통 마이 아이돌
깔끔한 이야기를 진심으로 풀어내면 이런 완성도가 나온다는 것을 보여주는 작품. 하나하나 애정과 섬세함이 담겨있는 것을 보고 감탄하면서도 이야기에서 내려버리지 않도록 만드는 흡입력까지. 제작자의 혼을 담은 노력과 사랑이 절실하게 느껴지는 영화.,깔끔하다 이야기 진심 완성 하나 하나 애정 섬세하다 보고 감탄 이야기 흡입 제작자 노력 사랑 절실
내용이 멋지고 노래가 감동적이다.,내용 멋지다 노래 감동
스토리는 그저 그런데 한국 표현이 진짜…👍,스토리 한국 표현
K스럽긴해..노래가 확실히 귀에 박히는듯,스럽다 노래 확실하다
의리로 보기 시작함 근데 의리 아니더라도 볼만함! 오글거리는 거에 민감한데 생각보다 안 그렇고  재밌습니다 그리고 내용도 잘 만들었음…,의리 보기 시작 의리 민감하다 재밌다 내용
애들은 재미없으면 안 봐 바보야,재미없다 바보
좋은 노래와 함께 남는 여운,노래 여운
"선과 악, 사랑, 우정, 노래 (케이팝) 부대찌개.",사랑 우정 노래 부대찌개
그냥 한국알려줘서 고마운영화,한국 고맙다
노래로 세상을 구한다는게 제법 벅참,노래 세상 제법 벅차다
진우 너무 한국형 미남이야ㅠㅠ,진우 한국 미남
퇴마 끝나면 설렁탕 말아먹는 여자 아이돌이 나오는 대유쾌마운틴,퇴마 설렁탕 여자 아이돌 유쾌 마운틴
갈리프레이 해협에서 온 박스,갈리프레이 해협 박스
눈이 행복해 색이 너무 이쁘고…👍,행복하다 이쁘다
제30회 부산국제영화제 싱얼롱(한국 최초) 및 매기 강 감독님 gv 참석,부산 국제 영화제 싱얼롱 한국 최초 매기 참석
방탄이랑 블랙핑크인가 했더니 H.O.T와 트와이스였다..,방탄 블랙 핑크 트와이스
단순히 케이팝이어서가 아니라 한국인의 정서를 건드리는 그 뭔가가 은근히 버무려져 있다 .. 별 기대없이 틀었다가 찐몰입하면서 봄,단순하다 한국인 정서 뭔가 은근 무리다 기대 몰입
노래가 너무 좋고 스토리도 이 정도면 굿~,노래 스토리 정도
초반에 아니 뭔 하다가 끝까지 잘 봄,초반
여자들 우정 파괴하는 남자는 필요가 없음,여자 우정 파괴 남자 필요
"한국적인, 너무나도 한국적인",한국 한국
"스토리 괜찮고, 색감도 좋고, 노래들도 대체적으로 좋음.",스토리 괜찮다 색감 노래 체적
여름에 부산 여행 다녀오는 기차 안에서 봤는데 그때 분위기랑 매치가 잘 돼서 더 좋은 기억으로 남았다.,여름 부산 여행 기차 그때 분위기 매치 기억
전개가 숏츠 느낌으로 빠르고 빠진서사가 아쉽지만 연출도 노래도 정말 만족스러운 후속작도 잘나왔으면,전개 숏츠 빠르다 서사 아쉽다 연출 노래 만족스럽다 후속작
"전혀 기대하지 않았는데, 이 작품을 영화관에서 보게 되어 너무 다행이다. 스토리, OST, 연출 모두 완벽한 애니메이션.",전혀 기대하다 영화관 다행 스토리 연출 모두 완벽하다 애니메이션
음악과 판타지의 신나는 조합,음악 판타지 신나다 조합
가장 완벽한 길이라는 것을 증명하는,가장 완벽하다 길이 증명
재밌는 리듬게임에 푹 빠져서 한 느낌!,재밌다 리듬게임
너무 많이 봐버렸어... 그만 보고싶어 아가들아 ㅠ,아가
한국 사람임을 뿌듯하게 해주는 사람들에게 감사해,한국 사람 뿌듯하다 사람
벅차오름 100000% 을느낌,벅차오르다
"노래며, 연출이며, 숨은 뜻까지 한국 고증을 너무 잘 살려서 굉장히 만족스러운 작품이었음.",노래 연출 한국 고증 굉장하다 만족스럽다
왜 잘 만든건데… 시간 가는 줄 모르고 봤음 ￼,시간
코리아의 디엔에이를 가진 여자 국뽕에 찬다..,코리아 디엔에이 여자 국뽕
봐도봐도 재밌는 영화. 케이팝 덕후라면 매우 환장할 요소들과 디테일한 포인트들이 고스란히 담겨있다. 2시간짜리 케이팝 콘서트를 보는 듯한 설레는 러브스토리와 케이팝 팬이라면 공감 요소들이 많다.,재밌다 덕후 라면 매우 환장하다 요소 디테일 포인트 고스 시간 콘서트 설레다 러브스토리 라면 공감 요소
개연성이나 메시지 그런건 잘 모르겠고,개연 메시지
우습구 유치해. 그 맛에 보는 거야.,유치하다
영원히 깨질 수 없는~~~~~~~~~~~~~,영원하다
기대안했다. 그래서 더 좋았다. 영양소는 없지만 배는 부르게 해준 음식,대안 영양소 음식
처음엔 별론데 보다보면 중독됨,처음 론데 중독
우리가 가장 우리다울 때 세상을 금빛으로 물들일 수 있음을 증명한 웰메이드 애니메이션,우리 가장 우리 세상 금빛 증명 메이드 애니메이션
근데 사람들 반응 때문에 영화의 품격이 낮아지는 기분이 들었다.,사람 반응 때문 품격 기분
솔직히 노래를 너무 잘만들엇음,솔직하다 노래 잘만 엇음
재밌네ㅋㅋㅋ 2도 나와라!!,재밌다 나와라
그런게 넷플릭스 애니메이션이지 뭐.,넷플릭스 애니메이션
일단 노래가 너무 사기다. 다음 곡은 어떤 것이 나올지 기대하면서 끝까지 보게 된다.,일단 노래 사기 다음 기대하다
OTT가 아닌 영화관에서 처음 봤는데 생각보다 흥이 차고 재밌어서 0.5점 더 줬다😂😂,영화관 처음 흥이 차고 재밌다
K팝이니 뭐니 하는데 난 그것보단 캐릭터와 OST와 스토리에서 느껴지는 긍정적인 에너지가 좋았다,그것 캐릭터 스토리 긍정 에너지
진짜?? 이걸 보고 우는 사람이 있다고???,보고 사람
이 영화 시작 5분 후 : 헌트릭스! 날 가져요!!,시작 트릭
"정체성을 받아들이는 서사는 진부하지만서도 참 좋은데, ‘진짜 너를 숨기고 일단 나중에 상황을 보자’며 배척받는 정체성을 계속 감추라고만 하는 샐린을 보고 있자니 정말 한국식 서사 같았다. 다양성 측면에서 여러 정체성으로 해석할 여지도 풍부하고, 감동과 함께 다가오는 좋은 노래들도 한몫 단단히 한다.",정체 서사 진부 숨기 일단 나중 상황 배척 정체 계속 보고 한국 서사 다양성 측면 여러 정체 해석 여지 풍부하다 감동 노래 한몫 단단하다
"빠른 전개, 귀에 쏙쏙 박히는 음악들, 설명되지 않은 개연성은 후속편을 위한 안배인가?",빠르다 전개 쏙쏙 음악 설명 개연 성은 속편 안배
시도를 칭찬하고 싶고 일단 노래가 남는다,시도 칭찬 일단 노래
5년이 지나도 10년이 지나도 100년이 지나도 우리가 좋아하는건 별로 달라지지 않는거 같다,우리 좋아하다 별로
귀엽고 유치하지만 여운이 있는,귀엽다 유치하다 여운
기차 옆자리에 앉은 이름 모를 아이와 함께 본 영화. 처음에는 아이를 위해 튼 영화인데 나도 모르게 빠져들었다. 감동 포인트엔 역시나 난 어김없이 눈물을.,기차 이름 아이 처음 아이 위해 감동 포인트 역시 눈물
"플롯은 뻔하지만, 잘뽑은 노래, 좋은 비쥬얼, 재밌는 유머, 신선한 소재. 영화의 유흥적인 측면에서 만점인 작품!",플롯 뻔하다 노래 비쥬 재밌다 유머 신선하다 소재 유흥 측면 만점
흥의 민족은 노래로 혼문을 닫지,민족 노래 혼문
"+: 놀랍도록 훌륭한 OST, 개성적이고 매력적인 등장인물, 좋은 연출과 작화, 앞으로의 K-POP을 이끌 기념비적 작품.",훌륭하다 개성 매력 등장인물 연출 작화 기념비
개쩌는 오프닝 미친 OST 맘에 드는 결말,개쩌 오프닝 미치다 결말
그리고 노래에 한동안 빠질 줄이야,노래
엄청난 스케일로 꾸며진 무대,엄청나다 스케일 무대
"제목의 장벽이 너무 높아서 계속 미루고 미루다가 드디어 봤다. 초반에는 ‘역시 애기들을 노리고 만든건가? 한시간 반동안 뮤비처럼 흘러가나?’ 싶게 정신없기만 했는데, 보다보니까 몰입해서 클라이막스 때는 너무 감동 받아버렸다..!",제목 장벽 높다 계속 초반 역시 애기 노리 건가 시간 동안 뮤비 정신 몰입 막스 감동
시기와 컨텐츠의 시너지. 더 이상 한국 타이밍과 관련없어도 되는 컨텐츠. 글로벌 이슈가 한국에 들어오는 속도가 빨라졌지만 반대로 한국의 컨텐츠가 해외로 나가는 건...,시기 컨텐츠 시너지 이상 한국 타이밍 관련 컨텐츠 글로벌 이슈 한국 속도 빨르다 반대 한국 컨텐츠 해외
이 노래들을 극장에서 못듣다니....,노래 극장
"선입견이 많지만, 한번 보면 왜 인기 많은지 이해가 되는 영화.",선입견 한번 인기 이해
그 장르에서 해야 할 일은 잘 해오는 게 최고의 영화야,장르 최고
"지나치게 콤팩트 해서 놓치는 이야기의 깊이는 아쉬웠다. (미라와 진우 사이의 전개 및 심경변화, 비중 없는 이모나 부모님, 다른 멤버들에 대한 얕은 관심 등)",콤팩트 이야기 깊이 아쉽다 미라 진우 사이 전개 심경 변화 비중 이모 부모님 다른 멤버 대한 얕다 관심
집착적인 연출로 빚어낸 단점 없는 K팝 온보딩,집착 연출 단점 온보딩
한국에 대한 내용을 외국쪽에서 이렇게 잘 만들줄이야.,한국 대한 내용 외국
엥 시작부터 그냥 블랙핑크세요,시작 블랙 핑크
러브라인 없는편이 좋은데 강제로 럽라 만드는건 별로임,러브 라인 편이 강제 럽라 별로
골든 테익다운 진짜 노래로장풍쏘는줄알았음 너무좋아,노래
제목에서 주는 기대치의 딱 두배정도 친듯 결론은 재밌다,제목 대치 배정 결론 재밌다
노래의 힘으로 세계를 사로잡았구나,노래 세계
스타일. 자식이 아니라 부모가 되어 많은 자손을 거느릴 작품이다. 촘촘하게 빈 데가 없다. 하나의 매트릭스. 수열이 가득한 작품.,스타일 자식 부모 자손 느리다 촘촘하 하나 매트릭스 수열 가득하다
속시원히 노래하고 동료와 잘 지내는것만으로도 악귀를 물리칠수있다,시원하다 노래 동료 악귀 물리
스토리는 무난하지만 캐릭터와 이미지만큼은 아름다운 영화!,스토리 무난 캐릭터 이미지 아름답다
사실 스토리는 예상가능한 뻔한 스토리지만 난 노래만 들으면 눈물을 흘리는 병이 있다고...,사실 스토리 예상 가능하다 뻔하다 스토리 노래 눈물
표현들이 진부하지 않고 맛있어서 그런가 재밌게 봤습니다 ㅎ,표현 진부하다 맛있다 런가 재밌다
평생을 오타쿠로서 살아온 사람으로서 너무 재미있다..,평생 오타쿠 로서 사람 재미있다
잘 되길 바라는 마음으로 ㅎ,마음
재밌자나…..?????!!!!!!???!!!!,재밌다
어제 코노에서 골든 부르다가 임찬규가 될 뻔했다,어제 코노 임찬규 뻔하다
내가 나인 채로 있어도 됨을 보여주는 영화가 좋다,나인
내 기준 사자보이즈 분량 이만큼도 많다.,기준 사자 보이즈 분량
뭐가 그리 좋다고 박장대소다팝~,대소
좋은 음악과 애니메이션의 조합은 실패할 수 없다,음악 애니메이션 조합 실패하다
적당한 깊이와 빠른 전개. 거기에 완성도 높은 음악까지. 영리한 대중적 연출이라 하겠다.,적당하다 깊이 빠르다 전개 거기 완성 높다 음악 영리하다 대중 연출
부족한 부분을 채워주는 위대한 음악,부족하다 부분 위대하다 음악
템포가 빨라 지루할 틈이 없다,템포 빨르다 지루하다
영화 안에 녹아있는 한국의 문화가 매력적이었다.,한국 문화 매력
재밌음 사자보이즈 개꼴보기싫음,재밌다 사자 보이즈 개꼴 보기 싫다
Ost가 조미료 값을 톡톡히한 영화,조미료 톡톡하다
자꾸 까먹지만 그럼에도 계속 가지고 가야할 마음,자꾸 계속 가지 가야 마음
넷플 한국 더빙 노래 가사 번역 퀄리티는 갠적으로 취향 아니었지만 원어보다는 더빙이 더 좋았다,넷플 한국 더빙 노래 가사 번역 퀄리티 취향 더빙
케이팝이 ㄹㅈㄷ 국위선양한 사건,국위 선양 사건
역시 헌트릭스의 골든 진짜 좋다 소다팝도 좋다,역시 트릭
눈과 귀가 즐거우면 그게 좋은 영화지,귀가 즐겁다 그게
굳이 한국을 설명하고 소개하려 하지 않고 그냥 배경이 한국이고 우린 여기 있는데 사람들이 구경온 바이브가 쿨해서 좋다.,굳이 한국 설명 소개 배경 한국 우린 여기 사람 구경 바이브 쿨하다
언제건 얼굴개그를 선보이는 자신감,얼굴 개그 자신감
해외 나가서 아무 김치찌개 시켰는데 한국의 맛이 진한 느낌,해외 아무 김치찌개 한국 진하다
"처음 재생했을 때 모션이 어린이 애니메이션 느낌이라 살짝 실망했는디, 노래 나오고부터 완전 빠져들었다",처음 재생 모션 어린이 애니메이션 살짝 실망하다 노래 완전
마음 맞는 친구 둘만 있어도 세상을 구한다,마음 친구 세상 구한
"와 한국인으로서 한국 배경 고증 잘살려서 뿌듯한데, 예전 아이돌 르네상스시절 생각나게하는 추억에, 음악까지 고퀄리티에 한국 가사도 중간중간 들려와서 국뽕 충만해지는데 이게 다 넷플에다가 소니 작품이라니 미안하기도하고 감독과 스텝, 성우들에게 무척 고맙기도한, 마음이 웅장해지는 귀여운 작품!",한국인 한국 배경 고증 뿌듯하다 예전 아이돌 르네상스 시절 추억 음악 퀄리티 한국 가사도 중간 중간 국뽕 충만 넷플 소니 미안하다 기도 스텝 성우 무척 고맙다 기도 마음 웅장 귀엽다
케데헌 케데헌 하는 이유가 있었네^^,이유
아무 생각없이 볼 수 있는 이런 애니메이션 너무 좋잖아 :),아무 애니메이션
잘 만든 애니메이션 뮤비같다,애니메이션 뮤비
아암튼… 다시 보니 루미진우 서사 미친 것 같구우,다시 루미 진우 서사 미치다
라이엇의 유산이 부러웠던 소니픽쳐스... 작정하고 만들다. 징크스의 화려한 헌트릭스 데뷔,라이엇 유산 부럽다 픽쳐스 작정 징크스 화려하다 트릭 데뷔
"관객은 캐릭터에 감정 이입 하지 않을 수 없고,",캐릭터 감정 이입
라멘집에서 강원도 감자로 만든 미국식 감자튀김,라멘 강원도 감자 미국 감자 튀김
진짜 잘 만들었다. 영화 하나가 한국 대중문화 홍보대사를 확실히 하는구나.,하나 한국 대중문화 홍보 대사 확실하다
빈틈은 있으나 그걸 덮는 즐거움,빈틈 즐거움
조린쿼카 (Zzol quaka),쿼카
"미국에서 만든 한국 고증이 너무 고퀄이라 놀라울 따름,,,, 노래도 찰떡이고 영상이 진짜 눈을 뗄 수 없을 정도로 현란하다(positive) 마지막에 급 종료?느낌이 있지만 혹시 시즌2도 나오는건가...?🤣",미국 한국 고증 따름 노래 찰떡 영상 정도 현란하다 마지막 종료 혹시 시즌 건가
"서로 다르고 부족함을 인정하고 함께할 때 아름다운 너와 나, 우리를 위한 이야기.",서로 다르다 부족함 인정 아름답다 우리 이야기
노래와 춤과 악령들을 퇴치하는 컨셉이 보는 재미가 있었다,노래 악령 퇴치 컨셉 재미
Kpop에 담긴 깔끔하고 명료한 스토리+한국문화. 주모~~~,깔끔하다 명료하다 스토리 한국 문화 주모
노래가 커버도 많이 되었고 차트에도 상위권이라 케데헌을 알고는 있었는데 재밌을까 싶었는데 너무 재밌네 골든 처음 공개할때 뭔가 설레었고,노래 커버 차트 상위 재밌다 재밌다 처음 공개 뭔가 설레다
왕도적이어서 더 깊이 빠질 수 있는 아이러니. 빠른 템포의 전개가 장점이자 단점.,왕도 깊이 아이러니 빠르다 템포 전개 장점 이자 단점
소니 애니메이션 특유의 통통튀면서 부드럽게 녹아드는 색감이 좋다,소니 애니메이션 특유 통통 부드럽다 색감
모든 클리셰를 더해 만들었지만 이보다 완벽할 수 없는,모든 클리셰 더하다 이보 완벽하다
빠돌이가 되고 봐서 다행(?),빠돌이 다행
이건 영어에서 한국어가 중간중간 나오는게 너무 신기하고 한국 컬쳐가 글로벌로 뻗어나간게 실감나서 뭔가 기분이 묘했다!,이건 영어 한국어 중간 중간 신기하다 한국 컬쳐 글로벌 실감 뭔가 기분
1군 여돌과 남돌의 합동팬싸... 같은 장면에선 현실감이 조금 없었지만 ost부터 현실고증까지 버릴게 하나도 없던 작품. 아직 완벽하게 풀리지 않은 떡밥들과 뭔가 조금 찝찝하게 끝난 결말이 아쉽지만 개인적으로 후속작이 새로 나오기보단 그냥 여기서 끝내는게 여운도 남고 좋을듯. 근데 이미 이정도로 성공했는데 시즌2가 안 나올리가...,남돌 합동 팬싸 장면 실감 조금 부터 현실 고증 하나 완벽하다 떡밥 뭔가 조금 찝찝하다 결말 아쉽다 개인 후속작 새롭다 여기 여운 남고 정도 성공하다 시즌 리가
"내 다채로운 목소리를 들을걸, 뾰족한 마음을 감싸줄걸",목소리 마음
스토리적으론 전형적인 성장 드라마지만 그 단조로움을 모두 덮을 수 있는 비쥬얼과 사운드.,스토리 전형 성장 로움 모두 비쥬 사운드
내 존재든 내 모습이든 내가 하고싶은것이든 숨기면 문제가 생기는거구나 하고 또 깨닫는다,존재 모습 숨기 문제
애국심 차오른다~ 한국문화 최고. 한국문화 고증한 게 잘 느껴져서 보기 편안했음. 특히 라멘 안 그러고 라면이라 한 거 ㅎㅎ 갓끈 돌리기도 맛잘알,애국심 한국 문화 최고 한국 문화 고증 보기 편안하다 라멘 라면 기도
케이팝 좋아하는 사람들의 마음을 잘 저격한듯,좋아하다 사람 마음 저격
반신반의했는데 너무 재밌었음,반신반의 재밌다
"지금까지 보지도 생각지도 못한 상상력이 어우러짐. 다만, 결말이 조금은 허무하게 전개되지않았나생각",지금 보지 지도 상상력 다만 결말 조금 허무하다 전개
